10 0.234375 6.33 6.23
20 0.46875 5.43 5.37
30 0.703125 5.735 5.66
40 0.9375 5.395 5.33
50 1.171875 4.97 4.93
60 1.40625 4.85 4.82
70 1.640625 4.8 4.78
80 1.875 4.79 4.77
90 2.109375 4.63 4.6
100 2.34375 4.78 4.58
200 4.6875 4.22 4.12
300 7.03125 4.03 3.97
400 9.375 3.98 3.95
500 11.71875 3.91 3.89
600 14.0625 4.03 4.01
700 16.40625 3.98 3.96
800 18.75 3.98 3.97
900 21.09375 3.96 3.94
1000 23.4375 3.96 3.95
2000 46.875 4.08 3.99
3000 70.3125 4.155 4.11
4000 93.75 4.17 4.15
5000 117.1875 4.185 4.16
6000 140.625 4.19 4.15
7000 164.0625 4.175 4.15
8000 187.5 4.2 4.16
9000 210.9375 4.245 4.16
10000 234.375 4.44 4.35
20000 468.75 5.01 4.9
30000 703.125 5.26 5.21
40000 937.5 5.33 5.25
50000 1171.875 5.36 5.32
60000 1406.25 5.38 5.35
70000 1640.625 5.475 5.36
80000 1875.0 5.56 5.39
90000 2109.375 5.68 5.59
100000 2343.75 6.005 5.78
200000 4687.5 10.185 10.04
300000 7031.25 12.69 12.61
400000 9375.0 13.5 13.4
500000 11718.75 13.685 13.58
600000 14062.5 13.74 13.68
700000 16406.25 13.755 13.72
800000 18750.0 13.76 13.72
900000 21093.75 13.75 13.71
1000000 23437.5 13.8 13.77
