10 0.234375 22.245 22.1
20 0.46875 23.98 23.64
30 0.703125 23.12 22.92
40 0.9375 22.43 22.36
50 1.171875 22.53 22.45
60 1.40625 22.21 22.15
70 1.640625 22.37 22.28
80 1.875 22.29 22.15
90 2.109375 22.15 22.03
100 2.34375 22.28 22.01
200 4.6875 21.67 21.58
300 7.03125 22.725 21.35
400 9.375 22.455 21.35
500 11.71875 22.15 21.26
600 14.0625 22.025 21.88
700 16.40625 22.07 21.82
800 18.75 22.28 21.84
900 21.09375 22.315 21.59
1000 23.4375 22.145 21.96
2000 46.875 22.41 22.1
3000 70.3125 22.445 22.22
4000 93.75 22.39 22.27
5000 117.1875 22.415 22.25
6000 140.625 22.365 22.21
7000 164.0625 22.43 22.24
8000 187.5 22.445 22.32
9000 210.9375 22.64 22.3
10000 234.375 23.26 22.26
20000 468.75 23.275 22.64
30000 703.125 22.735 22.43
40000 937.5 22.845 22.52
50000 1171.875 22.705 22.46
60000 1406.25 22.825 22.5
70000 1640.625 22.935 22.57
80000 1875.0 22.95 22.64
90000 2109.375 23.05 22.77
100000 2343.75 23.19 22.77
200000 4687.5 24.405 24.16
300000 7031.25 24.805 24.59
400000 9375.0 25.07 24.65
500000 11718.75 24.975 24.74
600000 14062.5 25.195 24.81
700000 16406.25 24.905 24.72
800000 18750.0 24.935 24.69
900000 21093.75 24.955 24.72
1000000 23437.5 24.66 24.46
